work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,remote_work_type,company_location,company_size,job_category
2020,EX,FT,Data Engineering Manager,70000.0,EUR,ES,50,Hybrid,ES,L,Leadership (DE)
2020,MI,FT,Machine Learning Infrastructure Engineer,44000.0,EUR,PT,0,On-site only,PT,M,Machine Learning
2020,MI,FT,Data Engineer,106000.0,USD,US,100,Fully remote,US,L,Data Engineering
2020,MI,FT,Data Engineer,88000.0,GBP,GB,50,Hybrid,UK,,Data Engineering
2020,EN,PT,ML Engineer,14000.0,EUR,DE,100,Fully remote,DE,S,Machine Learning
2020,MI,FT,Data Scientist,60000.0,GBP,GB,100,,UK,S,Data Science
2020,SE,FT,Data Engineer,188000.0,USD,US,100,Fully remote,US,L,Data Engineering
2020,MI,FT,Data Scientist,105000.0,USD,US,100,Fully remote,US,,Data Science
2020,MI,FT,Data Engineer,61500.0,EUR,FR,50,Hybrid,FR,L,Data Engineering
2020,EN,FT,Data Analyst,450000.0,INR,IN,0,On-site only,IN,S,Data Analyst
2020,EN,FT,Data Analyst,91000.0,USD,US,100,Fully remote,US,L,Data Analyst
2020,EN,FT,AI Scientist,300000.0,DKK,DK,50,Hybrid,DK,S,Artificial Intelligence
2020,EN,FT,Data Engineer,48000.0,EUR,PK,100,Fully remote,DE,L,Data Engineering
2020,SE,FL,Computer Vision Engineer,60000.0,USD,RU,100,,US,S,Artificial Intelligence
2020,SE,FT,Principal Data Scientist,130000.0,EUR,DE,100,Fully remote,DE,M,Data Science
2020,MI,FT,Data Scientist,34000.0,EUR,ES,100,Fully remote,ES,M,Data Science
2020,MI,FT,Data Scientist,118000.0,USD,US,100,Fully remote,US,M,Data Science
2020,SE,FT,Data Scientist,120000.0,USD,US,50,Hybrid,US,L,Data Science
2020,MI,FT,Data Scientist,138350.0,USD,US,100,Fully remote,US,M,Data Science
2020,MI,FT,Data Engineer,110000.0,USD,US,100,Fully remote,US,L,Data Engineering
2020,MI,FT,Data Engineer,130800.0,USD,ES,100,Fully remote,US,M,Data Engineering
2020,EN,PT,Data Scientist,19000.0,EUR,IT,50,Hybrid,IT,S,Data Science
2020,SE,FT,Data Scientist,412000.0,USD,US,100,Fully remote,US,L,Data Science
2020,SE,FT,Machine Learning Engineer,40000.0,EUR,HR,100,Fully remote,HR,S,Machine Learning
2020,EN,FT,Data Scientist,55000.0,EUR,DE,50,Hybrid,DE,S,Data Science
2020,EN,FT,Data Scientist,43200.0,EUR,DE,0,On-site only,DE,S,Data Science
2020,SE,FT,Data Science Manager,190200.0,USD,US,100,Fully remote,US,M,Leadership (DS)
2020,EN,FT,Data Scientist,105000.0,USD,US,100,Fully remote,US,S,Data Science
2020,SE,FT,Data Scientist,80000.0,EUR,AT,0,On-site only,AT,S,Data Science
2020,MI,FT,Data Scientist,55000.0,EUR,FR,50,Hybrid,LU,S,Data Science
2020,MI,FT,Data Scientist,37000.0,EUR,FR,50,Hybrid,FR,S,Data Science
2021,EN,FT,Research Scientist,60000.0,GBP,GB,50,Hybrid,UK,L,Research
2021,EX,FT,BI Data Analyst,150000.0,USD,IN,100,Fully remote,US,L,Data Analyst
2021,EX,FT,Head of Data,235000.0,USD,US,100,Fully remote,US,L,Leadership (DS)
2021,SE,FT,Data Scientist,45000.0,EUR,FR,50,Hybrid,FR,L,Data Science
2021,MI,FT,BI Data Analyst,100000.0,USD,US,100,Fully remote,US,M,Data Analyst
2021,MI,PT,3D Computer Vision Researcher,400000.0,INR,IN,50,Hybrid,IN,M,Artificial Intelligence
2021,MI,CT,ML Engineer,270000.0,USD,US,100,Fully remote,US,L,Machine Learning
2021,EN,FT,Data Analyst,80000.0,USD,US,100,Fully remote,US,M,Data Analyst
2021,SE,FT,Data Analytics Engineer,67000.0,EUR,DE,100,Fully remote,DE,L,Data Engineering
2021,MI,FT,Data Engineer,140000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,MI,FT,Applied Data Scientist,68000.0,CAD,GB,50,Hybrid,CA,,Data Science
2021,MI,FT,Machine Learning Engineer,40000.0,EUR,ES,100,Fully remote,ES,S,Machine Learning
2021,EX,FT,Director of Data Science,130000.0,EUR,IT,100,Fully remote,PL,L,Leadership (DS)
2021,MI,FT,Data Engineer,110000.0,PLN,PL,100,Fully remote,PL,L,Data Engineering
2021,EN,FT,Data Analyst,50000.0,EUR,FR,50,Hybrid,FR,M,Data Analyst
2021,MI,FT,Data Analytics Engineer,110000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,SE,FT,Lead Data Analyst,170000.0,USD,US,100,Fully remote,US,L,Data Analyst
2021,SE,FT,Data Analyst,80000.0,USD,BG,100,Fully remote,US,S,Data Analyst
2021,SE,FT,Marketing Data Analyst,75000.0,EUR,GR,100,Fully remote,DK,L,Data Analyst
2021,EN,FT,Data Science Consultant,65000.0,EUR,DE,100,Fully remote,DE,S,Data Science
2021,MI,FT,Lead Data Analyst,1450000.0,INR,IN,100,Fully remote,IN,L,Data Analyst
2021,SE,FT,Lead Data Engineer,276000.0,USD,US,0,On-site only,US,L,Data Engineering
2021,EN,FT,Data Scientist,2200000.0,INR,IN,50,Hybrid,IN,L,Data Science
2021,MI,FT,Cloud Data Engineer,120000.0,SGD,SG,50,Hybrid,SG,,Data Engineering
2021,EN,PT,AI Scientist,12000.0,USD,BR,100,Fully remote,US,S,Artificial Intelligence
2021,MI,FT,Financial Data Analyst,450000.0,USD,US,100,Fully remote,US,L,Data Analyst
2021,EN,FT,Computer Vision Software Engineer,70000.0,USD,US,100,Fully remote,US,M,Artificial Intelligence
2021,MI,FT,Computer Vision Software Engineer,81000.0,EUR,DE,100,Fully remote,US,S,Artificial Intelligence
2021,MI,FT,Data Analyst,75000.0,USD,US,0,On-site only,US,L,Data Analyst
2021,SE,FT,Data Engineer,150000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,MI,FT,BI Data Analyst,11000000.0,HUF,HU,50,Hybrid,US,L,Data Analyst
2021,MI,FT,Data Analyst,62000.0,USD,US,0,On-site only,US,L,Data Analyst
2021,MI,FT,Data Scientist,73000.0,USD,US,0,On-site only,US,L,Data Science
2021,MI,FT,Data Analyst,37456.0,GBP,GB,50,Hybrid,UK,L,Data Analyst
2021,MI,FT,Research Scientist,235000.0,CAD,CA,100,Fully remote,CA,L,Research
2021,SE,FT,Data Engineer,115000.0,USD,US,100,Fully remote,US,,Data Engineering
2021,SE,FT,Data Engineer,150000.0,USD,US,100,Fully remote,US,M,Data Engineering
2021,EN,FT,Data Engineer,2250000.0,INR,IN,100,Fully remote,IN,L,Data Engineering
2021,SE,FT,Machine Learning Engineer,80000.0,EUR,DE,50,,DE,L,Machine Learning
2021,SE,FT,Director of Data Engineering,82500.0,GBP,GB,100,Fully remote,UK,M,Leadership (DE)
2021,SE,FT,Lead Data Engineer,75000.0,GBP,GB,100,Fully remote,UK,S,Data Engineering
2021,EN,PT,AI Scientist,12000.0,USD,PK,100,Fully remote,US,M,Artificial Intelligence
2021,MI,FT,Data Engineer,38400.0,EUR,NL,100,Fully remote,NL,L,Data Engineering
2021,EN,FT,Machine Learning Scientist,225000.0,USD,US,100,Fully remote,US,L,Machine Learning
2021,MI,FT,Data Scientist,50000.0,USD,NG,100,Fully remote,NG,L,Data Science
2021,MI,FT,Data Science Engineer,34000.0,EUR,GR,100,Fully remote,GR,M,Data Engineering
2021,EN,FT,Data Analyst,90000.0,USD,US,100,Fully remote,US,S,Data Analyst
2021,MI,FT,Data Engineer,200000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,MI,FT,Big Data Engineer,60000.0,USD,ES,50,Hybrid,RO,,Data Engineering
2021,SE,FT,Principal Data Engineer,200000.0,USD,US,100,Fully remote,US,M,Data Engineering
2021,EN,FT,Data Analyst,50000.0,USD,US,100,Fully remote,US,M,Data Analyst
2021,EN,FT,Applied Data Scientist,80000.0,GBP,GB,0,On-site only,UK,L,Data Science
2021,EN,PT,Data Analyst,8760.0,EUR,ES,50,Hybrid,ES,M,Data Analyst
2021,MI,FT,Principal Data Scientist,151000.0,USD,US,100,Fully remote,US,L,Data Science
2021,SE,FT,Machine Learning Scientist,120000.0,USD,US,50,Hybrid,US,S,Machine Learning
2021,MI,FT,Data Scientist,700000.0,INR,IN,0,On-site only,IN,S,Data Science
2021,EN,FT,Machine Learning Engineer,20000.0,USD,IN,100,Fully remote,IN,S,Machine Learning
2021,SE,FT,Lead Data Scientist,3000000.0,INR,IN,50,Hybrid,IN,L,Data Science
2021,EN,FT,Machine Learning Developer,100000.0,USD,IQ,50,Hybrid,IQ,S,Machine Learning
2021,EN,FT,Data Scientist,42000.0,EUR,FR,50,Hybrid,FR,M,Data Science
2021,MI,FT,Applied Machine Learning Scientist,38400.0,USD,VN,100,Fully remote,US,M,Machine Learning
2021,SE,FT,Computer Vision Engineer,24000.0,USD,BR,100,Fully remote,BR,M,Artificial Intelligence
2021,EN,FT,Data Scientist,100000.0,USD,US,0,On-site only,US,S,Data Science
2021,MI,FT,Data Analyst,90000.0,USD,US,100,Fully remote,US,M,Data Analyst
2021,MI,FT,ML Engineer,7000000.0,JPY,JP,50,Hybrid,JP,S,Machine Learning
2021,MI,FT,ML Engineer,8500000.0,JPY,JP,50,Hybrid,JP,S,Machine Learning
2021,SE,FT,Principal Data Scientist,220000.0,USD,US,0,On-site only,US,L,Data Science
2021,EN,FT,Data Scientist,80000.0,USD,US,100,Fully remote,US,M,Data Science
2021,MI,FT,Data Analyst,135000.0,USD,US,100,Fully remote,US,L,Data Analyst
2021,SE,FT,Data Science Manager,240000.0,USD,US,0,On-site only,US,L,Leadership (DS)
2021,SE,FT,Data Engineering Manager,150000.0,USD,US,0,On-site only,US,L,Leadership (DE)
2021,MI,FT,Data Scientist,82500.0,USD,US,100,Fully remote,US,S,Data Science
2021,MI,FT,Data Engineer,100000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,SE,FT,Machine Learning Engineer,70000.0,EUR,BE,50,Hybrid,BE,M,Machine Learning
2021,MI,FT,Research Scientist,53000.0,EUR,FR,50,Hybrid,FR,M,Research
2021,MI,FT,Data Engineer,90000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,SE,FT,Data Engineering Manager,153000.0,USD,US,100,Fully remote,US,L,Leadership (DE)
2021,SE,FT,Cloud Data Engineer,160000.0,USD,BR,100,Fully remote,US,S,Data Engineering
2021,SE,FT,Director of Data Science,168000.0,USD,JP,0,On-site only,JP,S,Leadership (DS)
2021,MI,FT,Data Scientist,150000.0,USD,US,100,Fully remote,US,M,Data Science
2021,MI,FT,Data Scientist,95000.0,CAD,CA,100,Fully remote,CA,L,Data Science
2021,EN,FT,Data Scientist,13400.0,USD,UA,100,Fully remote,UA,,Data Science
2021,SE,FT,Data Science Manager,144000.0,USD,US,100,Fully remote,US,L,Leadership (DS)
2021,SE,FT,Data Science Engineer,159500.0,CAD,CA,50,Hybrid,CA,L,Data Engineering
2021,MI,FT,Data Scientist,160000.0,SGD,SG,100,Fully remote,IL,M,Data Science
2021,MI,FT,Applied Machine Learning Scientist,423000.0,USD,US,50,Hybrid,US,L,Machine Learning
2021,SE,FT,Data Analytics Manager,120000.0,USD,US,100,Fully remote,US,M,Leadership (DA)
2021,EN,FT,Machine Learning Engineer,125000.0,USD,US,100,Fully remote,US,S,Machine Learning
2021,EX,FT,Head of Data,230000.0,USD,RU,50,Hybrid,RU,L,Leadership (DS)
2021,EX,FT,Head of Data Science,85000.0,USD,RU,0,,RU,M,Leadership (DS)
2021,MI,FT,Data Engineer,24000.0,EUR,MT,50,Hybrid,MT,L,Data Engineering
2021,EN,FT,Data Science Consultant,54000.0,EUR,DE,50,Hybrid,DE,L,Data Science
2021,EX,FT,Director of Data Science,110000.0,EUR,DE,50,Hybrid,DE,M,Leadership (DS)
2021,SE,FT,Data Specialist,165000.0,USD,US,100,Fully remote,US,L,Data Analyst
2021,EN,FT,Data Engineer,80000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,EX,FT,Director of Data Science,250000.0,USD,US,0,On-site only,US,L,Leadership (DS)
2021,EN,FT,BI Data Analyst,55000.0,USD,US,50,Hybrid,US,S,Data Analyst
2021,MI,FT,Data Architect,150000.0,USD,US,100,Fully remote,US,L,Data Architect
2021,MI,FT,Data Architect,170000.0,USD,US,100,Fully remote,US,L,Data Architect
2021,MI,FT,Data Engineer,60000.0,GBP,GB,100,Fully remote,UK,L,Data Engineering
2021,EN,FT,Data Analyst,60000.0,USD,US,100,Fully remote,US,S,Data Analyst
2021,SE,FT,Principal Data Scientist,235000.0,USD,US,100,Fully remote,US,L,Data Science
2021,SE,FT,Research Scientist,51400.0,EUR,PT,50,Hybrid,PT,L,Research
2021,SE,FT,Data Engineering Manager,174000.0,USD,US,100,Fully remote,US,L,Leadership (DE)
2021,MI,FT,Data Scientist,58000.0,MXN,MX,0,On-site only,MX,S,Data Science
2021,EN,FT,,,USD,US,50,Hybrid,US,S,
2021,MI,FT,,,INR,IN,100,Fully remote,US,S,
2021,MI,FT,Big Data Engineer,1672000.0,INR,IN,0,On-site only,IN,L,Data Engineering
2021,MI,FT,Data Scientist,76760.0,EUR,DE,50,Hybrid,DE,L,Data Science
2021,MI,FT,Data Engineer,22000.0,EUR,RO,0,On-site only,US,L,Data Engineering
2021,SE,FT,Finance Data Analyst,45000.0,GBP,GB,50,Hybrid,UK,L,Data Analyst
2021,MI,FL,Machine Learning Scientist,12000.0,USD,PK,50,Hybrid,PK,M,Machine Learning
2021,MI,FT,Data Engineer,4000.0,USD,IR,100,Fully remote,IR,M,Data Engineering
2021,SE,FT,Data Analytics Engineer,50000.0,USD,VN,100,Fully remote,UK,M,Data Engineering
2021,EX,FT,Data Science Consultant,59000.0,EUR,FR,100,Fully remote,ES,S,Data Science
2021,SE,FT,Data Engineer,65000.0,EUR,RO,50,Hybrid,UK,S,Data Engineering
2021,MI,FT,Machine Learning Engineer,74000.0,USD,JP,50,Hybrid,JP,S,Machine Learning
2021,SE,FT,Data Science Manager,152000.0,USD,US,100,Fully remote,FR,L,Leadership (DS)
2021,EN,FT,Machine Learning Engineer,21844.0,USD,CO,50,Hybrid,CO,M,Machine Learning
2021,MI,FT,Big Data Engineer,18000.0,USD,MD,0,On-site only,MD,S,Data Engineering
2021,SE,FT,Data Science Manager,174000.0,USD,US,100,Fully remote,US,L,Leadership (DS)
2021,SE,FT,Research Scientist,120500.0,CAD,CA,50,Hybrid,CA,L,Research
2021,MI,FT,Data Scientist,147000.0,USD,US,50,Hybrid,US,L,Data Science
2021,EN,FT,BI Data Analyst,9272.0,USD,KE,100,Fully remote,KE,S,Data Analyst
2021,SE,FT,Machine Learning Engineer,1799997.0,INR,IN,100,Fully remote,IN,L,Machine Learning
2021,SE,FT,Data Science Manager,4000000.0,INR,IN,50,Hybrid,US,L,Leadership (DS)
2021,EN,FT,Data Science Consultant,90000.0,USD,US,100,Fully remote,US,S,Data Science
2021,MI,FT,Data Scientist,52000.0,EUR,DE,50,Hybrid,AT,M,Data Science
2021,SE,FT,Machine Learning Infrastructure Engineer,195000.0,USD,US,100,,US,M,Machine Learning
2021,MI,FT,Data Scientist,32000.0,EUR,ES,100,,ES,L,Data Science
2021,SE,FT,Research Scientist,50000.0,USD,FR,100,,US,S,Research
2021,MI,FT,Data Scientist,160000.0,USD,US,100,,US,L,Data Science
2021,MI,FT,Data Scientist,69600.0,BRL,BR,0,,BR,S,Data Science
2021,SE,FT,Machine Learning Engineer,200000.0,USD,US,100,,US,L,Machine Learning
2021,SE,FT,Data Engineer,165000.0,USD,US,0,,US,M,Data Engineering
2021,MI,FL,Data Engineer,20000.0,USD,IT,0,,US,L,Data Engineering
2021,SE,FT,Data Analytics Manager,120000.0,USD,US,0,,US,L,Leadership (DA)
2021,MI,FT,Machine Learning Engineer,21000.0,EUR,SI,50,,SI,L,Machine Learning
2021,MI,FT,Research Scientist,48000.0,EUR,FR,50,,FR,S,Research
2021,MI,FT,Data Engineer,48000.0,GBP,HK,50,Hybrid,UK,S,Data Engineering
2021,EN,FT,Big Data Engineer,435000.0,INR,IN,0,On-site only,CH,L,Data Engineering
2021,EN,FT,Machine Learning Engineer,21000.0,EUR,DE,50,Hybrid,DE,M,Machine Learning
2021,SE,FT,Principal Data Engineer,185000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,EN,PT,Computer Vision Engineer,180000.0,DKK,DK,50,Hybrid,DK,S,Artificial Intelligence
2021,MI,FT,Data Scientist,76760.0,EUR,DE,50,Hybrid,DE,L,Data Science
2021,MI,FT,Machine Learning Engineer,75000.0,EUR,BE,100,Fully remote,BE,M,Machine Learning
2021,SE,FT,Data Analytics Manager,140000.0,USD,US,100,Fully remote,US,L,Leadership (DA)
2021,MI,FT,Machine Learning Engineer,180000.0,PLN,PL,100,Fully remote,PL,L,Machine Learning
2021,MI,FT,Data Scientist,85000.0,GBP,GB,50,Hybrid,UK,L,Data Science
2021,MI,FT,Data Scientist,2500000.0,INR,IN,0,On-site only,IN,M,Data Science
2021,MI,FT,Data Scientist,40900.0,GBP,GB,50,Hybrid,UK,L,Data Science
2021,SE,FT,Machine Learning Scientist,225000.0,USD,US,100,Fully remote,CA,L,Machine Learning
2021,EX,CT,Principal Data Scientist,416000.0,USD,US,100,Fully remote,US,S,Data Science
2021,SE,FT,Data Scientist,110000.0,CAD,CA,100,Fully remote,CA,S,Data Science
2021,MI,FT,Data Scientist,75000.0,EUR,DE,50,Hybrid,DE,L,Data Science
2021,SE,FT,Data Scientist,135000.0,USD,US,0,On-site only,US,L,Data Science
2021,SE,FT,Data Analyst,90000.0,CAD,CA,100,Fully remote,CA,M,Data Analyst
2021,EN,FT,Big Data Engineer,1200000.0,INR,IN,100,Fully remote,IN,L,Data Engineering
2021,SE,FT,ML Engineer,256000.0,USD,US,100,Fully remote,US,S,Machine Learning
2021,SE,FT,Director of Data Engineering,200000.0,USD,US,100,Fully remote,US,L,Leadership (DE)
2021,SE,FT,Data Analyst,200000.0,USD,US,100,Fully remote,US,L,Data Analyst
2021,MI,FT,Data Architect,180000.0,USD,US,100,Fully remote,US,L,Data Architect
2021,MI,FT,,,USD,US,0,On-site only,US,S,
2021,MI,FT,,,CAD,CA,100,Fully remote,CA,M,
2021,MI,FT,Data Scientist,39600.0,EUR,ES,100,Fully remote,ES,M,Data Science
2021,EN,FT,Data Scientist,4000.0,USD,VN,0,On-site only,VN,M,Data Science
2021,EN,FT,Data Engineer,1600000.0,INR,IN,50,Hybrid,IN,M,Data Engineering
2021,SE,FT,Data Scientist,130000.0,CAD,CA,100,Fully remote,CA,L,Data Science
2021,MI,FT,Data Analyst,80000.0,USD,US,100,Fully remote,US,L,Data Analyst
2021,MI,FT,Data Engineer,110000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,SE,FT,Data Scientist,165000.0,USD,US,100,Fully remote,US,L,Data Science
2021,MI,FT,Data Engineer,52500.0,GBP,GB,50,Hybrid,UK,L,Data Engineering
2021,EN,FT,Data Scientist,31000.0,EUR,FR,50,Hybrid,FR,L,Data Science
2021,MI,FT,Data Engineer,108000.0,TRY,TR,0,On-site only,TR,M,Data Engineering
2021,SE,FT,Data Engineer,70000.0,GBP,GB,50,Hybrid,UK,L,Data Engineering
2021,SE,FT,Principal Data Analyst,170000.0,USD,US,100,Fully remote,US,M,Data Analyst
2021,MI,FT,Data Scientist,115000.0,USD,US,50,Hybrid,US,L,Data Science
2021,EN,FT,Data Scientist,90000.0,USD,US,100,Fully remote,US,S,Data Science
2021,EX,FT,Principal Data Engineer,600000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,EN,FT,Data Scientist,2100000.0,INR,IN,100,Fully remote,IN,M,Data Science
2021,MI,FT,Data Analyst,93000.0,USD,US,100,Fully remote,US,L,Data Analyst
2021,SE,FT,Big Data Architect,125000.0,CAD,CA,50,Hybrid,CA,M,Data Architect
2021,MI,FT,Data Engineer,200000.0,USD,US,100,,US,L,Data Engineering
2021,SE,FT,Principal Data Scientist,147000.0,EUR,DE,100,,DE,M,Data Science
2021,SE,FT,Machine Learning Engineer,185000.0,USD,US,50,,US,L,Machine Learning
2021,EX,FT,Director of Data Science,120000.0,EUR,DE,0,,DE,L,Leadership (DS)
2021,MI,FT,Data Scientist,130000.0,USD,US,50,,US,L,Data Science
2021,SE,FT,Data Analyst,54000.0,EUR,DE,50,,DE,L,Data Analyst
2021,MI,FT,Data Scientist,1250000.0,INR,IN,100,Fully remote,IN,S,Data Science
2021,SE,FT,Machine Learning Engineer,4900000.0,INR,IN,0,On-site only,IN,L,Machine Learning
2021,MI,FT,Data Scientist,21600.0,EUR,RS,100,Fully remote,DE,S,Data Science
2021,SE,FT,Lead Data Engineer,160000.0,USD,PR,50,Hybrid,US,S,Data Engineering
2021,MI,FT,Data Engineer,93150.0,USD,US,0,On-site only,US,M,Data Engineering
2021,MI,FT,Data Engineer,111775.0,USD,US,0,On-site only,US,M,Data Engineering
2021,MI,FT,,,TRY,TR,100,Fully remote,TR,M,
2021,EN,FT,,,EUR,DE,50,Hybrid,DE,M,
2021,EN,FT,Data Engineer,72500.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,SE,FT,Computer Vision Engineer,102000.0,BRL,BR,0,On-site only,BR,M,Artificial Intelligence
2021,EN,FT,Data Science Consultant,65000.0,EUR,DE,0,On-site only,DE,L,Data Science
2021,EN,FT,Machine Learning Engineer,85000.0,USD,NL,100,Fully remote,DE,S,Machine Learning
2021,SE,FT,Data Scientist,65720.0,EUR,FR,50,Hybrid,FR,M,Data Science
2021,EN,FT,Data Scientist,100000.0,USD,US,100,Fully remote,US,M,Data Science
2021,EN,FT,Data Scientist,58000.0,USD,US,50,Hybrid,US,L,Data Science
2021,SE,FT,AI Scientist,55000.0,USD,ES,100,Fully remote,ES,L,Artificial Intelligence
2021,SE,FT,Data Scientist,180000.0,TRY,TR,50,Hybrid,TR,L,Data Science
2021,EN,FT,Business Data Analyst,50000.0,EUR,LU,100,Fully remote,LU,L,Data Analyst
2021,MI,FT,Data Engineer,112000.0,USD,US,100,Fully remote,US,L,Data Engineering
2021,EN,FT,Research Scientist,100000.0,USD,JE,0,On-site only,CN,L,Research
2021,MI,PT,Data Engineer,59000.0,EUR,NL,100,Fully remote,NL,L,Data Engineering
2021,SE,CT,Staff Data Scientist,105000.0,USD,US,100,Fully remote,US,M,Data Science
2021,MI,FT,Research Scientist,69999.0,USD,CZ,50,Hybrid,CZ,L,Research
2021,SE,FT,Data Science Manager,7000000.0,INR,IN,50,Hybrid,IN,L,Leadership (DS)
2021,SE,FT,Head of Data,87000.0,EUR,SI,100,Fully remote,SI,L,Leadership (DS)
2021,MI,FT,Data Scientist,109000.0,USD,US,50,Hybrid,US,L,Data Science
2021,MI,FT,Machine Learning Engineer,43200.0,EUR,IT,50,Hybrid,IT,L,Machine Learning
2022,SE,FT,Data Engineer,135000.0,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Analyst,155000.0,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Analyst,120600.0,USD,US,100,Fully remote,US,M,Data Analyst
2022,MI,FT,Data Scientist,130000.0,USD,US,0,On-site only,US,M,Data Science
2022,MI,FT,Data Scientist,90000.0,USD,US,0,On-site only,US,M,Data Science
2022,MI,FT,Data Engineer,170000.0,USD,US,100,Fully remote,US,M,Data Engineering
2022,MI,FT,Data Engineer,150000.0,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Analyst,102100.0,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Analyst,84900.0,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Scientist,136620.0,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Scientist,99360.0,USD,US,100,Fully remote,US,M,Data Science
